,Label,Area,Mean,Min,Max,MinThr,MaxThr,Type,%,Region,notes,,plate,well,sym,temp,treatment,day,,calculation
728,Snap-9768.czi,10.807,1165.057,652,3660,652,65535,Symbiont Area,11.843,Pedal disc,,,5,A4,Sym,HS,Sym-HS,14,,11.84289832
729,Snap-9771.czi,43.196,509.432,244,2981,0,65535,Tentacle Area,0,Pedal disc,,,5,A6,Sym,HS,Sym-HS,14,,0
730,Snap-9770.czi,4.438,1313.805,758,3464,758,65535,Symbiont Area,10.274,Pedal disc,,,5,A6,Sym,HS,Sym-HS,14,,10.27409945
731,Snap-9773.czi,24.392,622.278,366,1509,0,65535,Tentacle Area,0,Pedal disc,,,5,B2,Sym,HS,Sym-HS,14,,0
732,Snap-9772.czi,1.906,1035.249,571,3533,571,65535,Symbiont Area,7.815,Pedal disc,,,5,B2,Sym,HS,Sym-HS,14,,7.814037389
733,Snap-9775.czi,39.401,945.642,437,3297,0,65535,Tentacle Area,0,Pedal disc,,,5,B3,Sym,HS,Sym-HS,14,,0
734,Snap-9774.czi,4.767,1319.478,741,3692,741,65535,Symbiont Area,12.099,Pedal disc,,,5,B3,Sym,HS,Sym-HS,14,,12.0986777
735,Snap-9777.czi,42.445,400.134,209,2197,0,65535,Tentacle Area,0,Pedal disc,,,5,B5,Sym,HS,Sym-HS,14,,0
736,Snap-9776.czi,8.219,927.155,569,3386,569,65535,Symbiont Area,19.363,Pedal disc,,,5,B5,Sym,HS,Sym-HS,14,,19.36388267
737,Snap-9779.czi,38.458,359.065,188,1900,0,65535,Tentacle Area,0,Pedal disc,,,5,C4,Sym,HS,Sym-HS,14,,0
738,Snap-9778.czi,9.552,961.893,614,2971,614,65535,Symbiont Area,24.837,Pedal disc,,,5,C4,Sym,HS,Sym-HS,14,,24.83748505
739,Snap-9781.czi,49.884,442.621,235,1926,0,65535,Tentacle Area,0,Pedal disc,,,5,C5,Sym,HS,Sym-HS,14,,0
740,Snap-9780.czi,7.341,913.973,527,3475,527,65535,Symbiont Area,14.715,Pedal disc,,,5,C5,Sym,HS,Sym-HS,14,,14.71614145
741,Snap-9783.czi,57.522,492.05,218,3318,0,65535,Tentacle Area,0,Pedal disc,,,5,D3,Sym,HS,Sym-HS,14,,0
742,Snap-9782.czi,6.338,1303.752,763,3625,763,65535,Symbiont Area,11.018,Pedal disc,,,5,D3,Sym,HS,Sym-HS,14,,11.01839296
743,Snap-9785.czi,25.408,725.032,325,2799,0,65535,Tentacle Area,0,Pedal disc,,,5,D4,Sym,HS,Sym-HS,14,,0
744,Snap-9784.czi,2.846,1649.611,948,3471,948,65535,Symbiont Area,11.202,Pedal disc,,,5,D4,Sym,HS,Sym-HS,14,,11.20119647
745,Snap-9787.czi,84.623,220.016,99,2672,0,65535,Tentacle Area,0,Pedal disc,,,5,D5,Sym,HS,Sym-HS,14,,0
746,Snap-9786.czi,17.25,917.388,569,3167,569,65535,Symbiont Area,20.385,Pedal disc,,,5,D5,Sym,HS,Sym-HS,14,,20.38452903
